Parameter,Value
20955.983734988553,0.12786725731603896
21006.99923283672,0.1431693928947601
21057.034935230015,0.18644941825741412
21107.97145846309,0.1606635406959086
21158.020511952836,0.13523381378228264
21210.029652691872,0.1115709841726307
21261.02654141763,0.12296155608836351
21310.957012733183,0.14638196244858995
21361.95992734285,0.10062243150821834
21411.989911644683,0.16275000385677307
21464.008075115016,0.1639801332142264
21514.048527835337,0.11962269241285566
21564.979575026704,0.12811264014627788
21616.035282112334,0.10980685383814107
21665.963185765806,0.12392267740897432
21718.03695510336,0.08220359575388098
21768.005594609982,0.13136841821356754
21818.966483965345,0.10600556568431985
21869.027196835817,0.07945949500283016
21919.977470852926,0.14334950602453866
21969.97682892551,0.08012427641986188
22022.033722576794,0.06656458433431929
22073.049682366196,0.09527610191862271
22122.964694039816,0.15717331578809113
22173.98782221568,0.11732446768911368
22224.011022247734,0.13047806854986188
22275.98121918932,0.050292137402697216
22326.037274634746,0.11754831685316422
